poll_id;pollster_id;pollster;pollster_rating_id;fte_grade;methodology;transparency_score;state;start_date;end_date;question_id;sample_size;created_at;race_id;party;answer;candidate_id;candidate_name;percent
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189032;2034;12/15/23 18:45;8914;DEM;Biden;19368;Joe Biden;35
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189032;2034;12/15/23 18:45;8914;REP;Trump;16651;Donald Trump;43
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189032;2034;12/15/23 18:45;8914;IND;Kennedy;31042;Robert F. Kennedy;17
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189032;2034;12/15/23 18:45;8914;GRE;Stein;31116;Jill Stein;2
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189032;2034;12/15/23 18:45;8914;IND;West;31097;Cornel West;2
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189033;2034;12/15/23 18:45;8914;DEM;Biden;19368;Joe Biden;44
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189033;2034;12/15/23 18:45;8914;REP;DeSantis;16646;Ron DeSantis;41
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189034;2034;12/15/23 18:45;8914;DEM;Biden;19368;Joe Biden;42
85408;1797;HarrisX/Harris Poll;133;B;Online Panel;7;;12/13/23;12/14/23;189034;2034;12/15/23 18:45;8914;REP;Haley;16640;Nikki Haley;40
85443;1189;Morning Consult;218;B-;Online Panel;3;;12/12/23;12/14/23;189208;4000;12/19/23 09:32;8914;DEM;Biden;19368;Joe Biden;42
85443;1189;Morning Consult;218;B-;Online Panel;3;;12/12/23;12/14/23;189208;4000;12/19/23 09:32;8914;REP;Trump;16651;Donald Trump;44
85438;1424;Siena/NYT;448;A+;Live Phone;9;;12/10/23;12/14/23;189203;1016;12/19/23 09:32;8914;DEM;Biden;19368;Joe Biden;44
85438;1424;Siena/NYT;448;A+;Live Phone;9;;12/10/23;12/14/23;189203;1016;12/19/23 09:32;8914;REP;Trump;16651;Donald Trump;46
85438;1424;Siena/NYT;448;A+;Live Phone;9;;12/10/23;12/14/23;189204;1016;12/19/23 09:32;8914;DEM;Biden;19368;Joe Biden;47
85438;1424;Siena/NYT;448;A+;Live Phone;9;;12/10/23;12/14/23;189204;1016;12/19/23 09:32;8914;REP;Trump;16651;Donald Trump;45
85444;1189;Morning Consult;218;B-;Online Panel;3;;12/11/23;12/13/23;189209;4000;12/19/23 09:33;8914;DEM;Biden;19368;Joe Biden;42
85444;1189;Morning Consult;218;B-;Online Panel;3;;12/11/23;12/13/23;189209;4000;12/19/23 09:33;8914;REP;Trump;16651;Donald Trump;44
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189076;1007;12/17/23 15:08;8914;DEM;Biden;19368;Joe Biden;46
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189076;1007;12/17/23 15:08;8914;REP;Trump;16651;Donald Trump;50
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189077;1007;12/17/23 15:08;8914;DEM;Biden;19368;Joe Biden;47
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189077;1007;12/17/23 15:08;8914;REP;DeSantis;16646;Ron DeSantis;47
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189078;1007;12/17/23 15:08;8914;DEM;Biden;19368;Joe Biden;43
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189078;1007;12/17/23 15:08;8914;REP;Haley;16640;Nikki Haley;49
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189079;1007;12/17/23 15:08;8914;DEM;Biden;19368;Joe Biden;37
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189079;1007;12/17/23 15:08;8914;REP;Trump;16651;Donald Trump;41
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189079;1007;12/17/23 15:08;8914;IND;Kennedy;31042;Robert F. Kennedy;14
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189079;1007;12/17/23 15:08;8914;GRE;Stein;31116;Jill Stein;3
85413;1597;Beacon/Shaw;103;A;Live Phone;6;;12/10/23;12/13/23;189079;1007;12/17/23 15:08;8914;IND;West;31097;Cornel West;2
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189275;421;12/19/23 16:29;8872;DEM;Biden;19368;Joe Biden;42
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189275;421;12/19/23 16:29;8872;REP;Trump;16651;Donald Trump;41
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189276;421;12/19/23 16:29;8872;DEM;Biden;19368;Joe Biden;41
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189276;421;12/19/23 16:29;8872;REP;DeSantis;16646;Ron DeSantis;39
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189277;421;12/19/23 16:29;8872;DEM;Biden;19368;Joe Biden;33
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189277;421;12/19/23 16:29;8872;REP;Haley;16640;Nikki Haley;38
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189278;421;12/19/23 16:29;8872;DEM;Shapiro;30877;Josh Shapiro;48
85450;329;Muhlenberg;219;A-;Live Phone;8;Pennsylvania;11/20/23;12/13/23;189278;421;12/19/23 16:29;8872;REP;Trump;16651;Donald Trump;37
85445;1189;Morning Consult;218;B-;Online Panel;3;;12/10/23;12/12/23;189210;4000;12/19/23 09:33;8914;DEM;Biden;19368;Joe Biden;41
85445;1189;Morning Consult;218;B-;Online Panel;3;;12/10/23;12/12/23;189210;4000;12/19/23 09:33;8914;REP;Trump;16651;Donald Trump;44
85335;568;YouGov;391;B+;Online Panel;9;;12/9/23;12/12/23;188749;1332;12/13/23 09:42;8914;DEM;Biden;19368;Joe Biden;43
85335;568;YouGov;391;B+;Online Panel;9;;12/9/23;12/12/23;188749;1332;12/13/23 09:42;8914;REP;Trump;16651;Donald Trump;43
85439;1292;Hart/POS;221;B+;Live Phone;4;;12/8/23;12/12/23;189212;1002;12/19/23 09:33;8914;DEM;Biden;19368;Joe Biden;42
85439;1292;Hart/POS;221;B+;Live Phone;4;;12/8/23;12/12/23;189212;1002;12/19/23 09:33;8914;REP;Trump;16651;Donald Trump;48
85446;1189;Morning Consult;218;B-;Online Panel;3;;12/9/23;12/11/23;189211;4000;12/19/23 09:33;8914;DEM;Biden;19368;Joe Biden;42
85446;1189;Morning Consult;218;B-;Online Panel;3;;12/9/23;12/11/23;189211;4000;12/19/23 09:33;8914;REP;Trump;16651;Donald Trump;43
85325;241;Ipsos;154;B-;Probability Panel;10;;12/5/23;12/11/23;188655;4411;12/12/23 16:28;8914;DEM;Biden;19368;Joe Biden;36
85325;241;Ipsos;154;B-;Probability Panel;10;;12/5/23;12/11/23;188655;4411;12/12/23 16:28;8914;REP;Trump;16651;Donald Trump;38
85325;241;Ipsos;154;B-;Probability Panel;10;;12/5/23;12/11/23;188656;4411;12/12/23 16:28;8914;DEM;Biden;19368;Joe Biden;31
85325;241;Ipsos;154;B-;Probability Panel;10;;12/5/23;12/11/23;188656;4411;12/12/23 16:28;8914;REP;Trump;16651;Donald Trump;36
85325;241;Ipsos;154;B-;Probability Panel;10;;12/5/23;12/11/23;188656;4411;12/12/23 16:28;8914;IND;Kennedy;31042;Robert F. Kennedy;16
85317;1189;Morning Consult;218;B-;Online Panel;3;;12/8/23;12/10/23;188629;5840;12/12/23 09:41;8914;DEM;Biden;19368;Joe Biden;41
85317;1189;Morning Consult;218;B-;Online Panel;3;;12/8/23;12/10/23;188629;5840;12/12/23 09:41;8914;REP;Trump;16651;Donald Trump;43
85409;921;Clarity;52;B/C;Online Panel;1;;12/7/23;12/10/23;189041;1052;12/16/23 14:56;8914;DEM;Biden;19368;Joe Biden;45
85409;921;Clarity;52;B/C;Online Panel;1;;12/7/23;12/10/23;189041;1052;12/16/23 14:56;8914;REP;Trump;16651;Donald Trump;45
85409;921;Clarity;52;B/C;Online Panel;1;;12/7/23;12/10/23;189042;1052;12/16/23 14:56;8914;DEM;Biden;19368;Joe Biden;45
85409;921;Clarity;52;B/C;Online Panel;1;;12/7/23;12/10/23;189042;1052;12/16/23 14:56;8914;REP;DeSantis;16646;Ron DeSantis;39
85354;399;Rasmussen;277;B;IVR/Online Panel;7;;12/6/23;12/10/23;188921;892;12/14/23 10:46;8914;DEM;Biden;19368;Joe Biden;38
85354;399;Rasmussen;277;B;IVR/Online Panel;7;;12/6/23;12/10/23;188921;892;12/14/23 10:46;8914;REP;Trump;16651;Donald Trump;48
85354;399;Rasmussen;277;B;IVR/Online Panel;7;;12/6/23;12/10/23;188922;892;12/14/23 10:46;8914;DEM;Biden;19368;Joe Biden;32
85354;399;Rasmussen;277;B;IVR/Online Panel;7;;12/6/23;12/10/23;188922;892;12/14/23 10:46;8914;REP;Trump;16651;Donald Trump;40
85354;399;Rasmussen;277;B;IVR/Online Panel;7;;12/6/23;12/10/23;188922;892;12/14/23 10:46;8914;IND;Kennedy;31042;Robert F. Kennedy;16
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189279;1200;12/19/23 16:29;8889;DEM;Biden;19368;Joe Biden;39
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189279;1200;12/19/23 16:29;8889;REP;Trump;16651;Donald Trump;45
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189280;1200;12/19/23 16:29;8889;DEM;Biden;19368;Joe Biden;37
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189280;1200;12/19/23 16:29;8889;REP;DeSantis;16646;Ron DeSantis;39
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189281;1200;12/19/23 16:29;8889;DEM;Biden;19368;Joe Biden;37
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189281;1200;12/19/23 16:29;8889;REP;Ramaswamy;30966;Vivek G. Ramaswamy;34
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189282;1200;12/19/23 16:29;8889;DEM;Biden;19368;Joe Biden;36
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189282;1200;12/19/23 16:29;8889;REP;Haley;16640;Nikki Haley;33
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189283;1200;12/19/23 16:29;8889;DEM;Biden;19368;Joe Biden;34
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189283;1200;12/19/23 16:29;8889;REP;Trump;16651;Donald Trump;42
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189283;1200;12/19/23 16:29;8889;IND;Kennedy;31042;Robert F. Kennedy;8
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189283;1200;12/19/23 16:29;8889;IND;West;31097;Cornel West;3
85451;568;YouGov;391;B+;Online Panel;9;Texas;12/1/23;12/10/23;189283;1200;12/19/23 16:29;8889;GRE;Stein;31116;Jill Stein;2
85318;1189;Morning Consult;218;B-;Online Panel;3;;12/7/23;12/9/23;188630;4000;12/12/23 09:41;8914;DEM;Biden;19368;Joe Biden;42
85318;1189;Morning Consult;218;B-;Online Panel;3;;12/7/23;12/9/23;188630;4000;12/12/23 09:41;8914;REP;Trump;16651;Donald Trump;43
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188962;1500;12/15/23 14:11;8914;DEM;Biden;19368;Joe Biden;36
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188962;1500;12/15/23 14:11;8914;REP;Trump;16651;Donald Trump;36
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188962;1500;12/15/23 14:11;8914;IND;Kennedy;31042;Robert F. Kennedy;9
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188963;1135;12/15/23 14:11;8914;DEM;Biden;19368;Joe Biden;38
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188963;1135;12/15/23 14:11;8914;REP;Trump;16651;Donald Trump;43
85360;1562;Redfield & Wilton Strategies;562;B/C;Online Panel;9;;12/8/23;12/8/23;188963;1135;12/15/23 14:11;8914;IND;Kennedy;31042;Robert F. Kennedy;9
85319;1189;Morning Consult;218;B-;Online Panel;3;;12/6/23;12/8/23;188631;4000;12/12/23 09:41;8914;DEM;Biden;19368;Joe Biden;41
85319;1189;Morning Consult;218;B-;Online Panel;3;;12/6/23;12/8/23;188631;4000;12/12/23 09:41;8914;REP;Trump;16651;Donald Trump;44
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189245;694;12/19/23 11:30;8759;DEM;Biden;19368;Joe Biden;41
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189245;694;12/19/23 11:30;8759;REP;Trump;16651;Donald Trump;46
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189246;694;12/19/23 11:30;8759;DEM;Biden;19368;Joe Biden;35
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189246;694;12/19/23 11:30;8759;REP;Trump;16651;Donald Trump;40
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189246;694;12/19/23 11:30;8759;IND;Kennedy;31042;Robert F. Kennedy;16
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;DEM;Biden;19368;Joe Biden;32
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;REP;Trump;16651;Donald Trump;40
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;IND;Kennedy;31042;Robert F. Kennedy;9
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;IND;Manchin;31018;Joe Manchin, III;4
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;IND;West;31097;Cornel West;3
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189247;694;12/19/23 11:30;8759;GRE;Stein;31116;Jill Stein;2
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189248;694;12/19/23 11:30;8759;DEM;Biden;19368;Joe Biden;30
85449;1425;VCreek/AMG;501;B/C;Live Phone;3;Arizona;12/1/23;12/8/23;189248;694;12/19/23 11:30;8759;REP;Haley;16640;Nikki Haley;37
85320;1189;Morning Consult;218;B-;Online Panel;3;;12/5/23;12/7/23;188632;4000;12/12/23 09:41;8914;DEM;Biden;19368;Joe Biden;41
85320;1189;Morning Consult;218;B-;Online Panel;3;;12/5/23;12/7/23;188632;4000;12/12/23 09:41;8914;REP;Trump;16651;Donald Trump;44
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188928;2000;12/14/23 11:22;8914;DEM;Biden;19368;Joe Biden;47
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188928;2000;12/14/23 11:22;8914;REP;Trump;16651;Donald Trump;46
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188929;2000;12/14/23 11:22;8914;DEM;Newsom;18945;Gavin Newsom;41
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188929;2000;12/14/23 11:22;8914;REP;Trump;16651;Donald Trump;47
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188930;2000;12/14/23 11:22;8914;DEM;Biden;19368;Joe Biden;42
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188930;2000;12/14/23 11:22;8914;REP;Trump;16651;Donald Trump;43
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188930;2000;12/14/23 11:22;8914;IND;Kennedy;31042;Robert F. Kennedy;9
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188931;2000;12/14/23 11:23;8914;DEM;Biden;19368;Joe Biden;41
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188931;2000;12/14/23 11:23;8914;REP;Trump;16651;Donald Trump;41
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188931;2000;12/14/23 11:23;8914;IND;Manchin;31018;Joe Manchin, III;3
85355;1347;Cygnal;67;A;;4;;12/5/23;12/7/23;188931;2000;12/14/23 11:23;8914;IND;Kennedy;31042;Robert F. Kennedy;8
85332;1205;Marist;183;A;Live Phone/Online Panel/Text-to-Web;7;;12/4/23;12/7/23;188683;1129;12/13/23 09:17;8914;DEM;Biden;19368;Joe Biden;49
85332;1205;Marist;183;A;Live Phone/Online Panel/Text-to-Web;7;;12/4/23;12/7/23;188683;1129;12/13/23 09:17;8914;REP;Trump;16651;Donald Trump;48
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188235;1068;12/11/23 10:11;8781;DEM;Biden;19368;Joe Biden;44
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188235;1068;12/11/23 10:11;8781;REP;Trump;16651;Donald Trump;49
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188236;1068;12/11/23 10:11;8781;DEM;Biden;19368;Joe Biden;43
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188236;1068;12/11/23 10:11;8781;REP;Haley;16640;Nikki Haley;49
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188237;1068;12/11/23 10:11;8781;DEM;Biden;19368;Joe Biden;48
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188237;1068;12/11/23 10:11;8781;REP;DeSantis;16646;Ron DeSantis;45
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188238;1068;12/11/23 10:11;8781;DEM;Biden;19368;Joe Biden;34
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188238;1068;12/11/23 10:11;8781;REP;Trump;16651;Donald Trump;42
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188238;1068;12/11/23 10:11;8781;IND;Kennedy;31042;Robert F. Kennedy;15
84963;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Georgia;11/30/23;12/7/23;188238;1068;12/11/23 10:11;8781;IND;West;31097;Cornel West;6
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188141;1000;12/8/23 09:30;8914;DEM;Biden;19368;Joe Biden;43
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188141;1000;12/8/23 09:30;8914;REP;Trump;16651;Donald Trump;47
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188142;1000;12/8/23 09:30;8914;DEM;Biden;19368;Joe Biden;37
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188142;1000;12/8/23 09:30;8914;REP;Trump;16651;Donald Trump;43
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188142;1000;12/8/23 09:30;8914;IND;Kennedy;31042;Robert F. Kennedy;7
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188142;1000;12/8/23 09:30;8914;IND;West;31097;Cornel West;1
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188142;1000;12/8/23 09:30;8914;GRE;Stein;31116;Jill Stein;1
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188143;1000;12/8/23 09:30;8914;DEM;Biden;19368;Joe Biden;39
84924;1102;Emerson;88;A-;IVR/Online Panel/Email;7;;12/4/23;12/6/23;188143;1000;12/8/23 09:30;8914;REP;Haley;16640;Nikki Haley;39
85321;1189;Morning Consult;218;B-;Online Panel;3;;12/4/23;12/6/23;188633;4000;12/12/23 09:41;8914;DEM;Biden;19368;Joe Biden;42
85321;1189;Morning Consult;218;B-;Online Panel;3;;12/4/23;12/6/23;188633;4000;12/12/23 09:41;8914;REP;Trump;16651;Donald Trump;44
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188231;1197;12/11/23 10:11;8820;DEM;Biden;19368;Joe Biden;40
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188231;1197;12/11/23 10:11;8820;REP;Trump;16651;Donald Trump;50
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188232;1197;12/11/23 10:11;8820;DEM;Biden;19368;Joe Biden;38
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188232;1197;12/11/23 10:11;8820;REP;Haley;16640;Nikki Haley;50
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188233;1197;12/11/23 10:11;8820;DEM;Biden;19368;Joe Biden;42
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188233;1197;12/11/23 10:11;8820;REP;DeSantis;16646;Ron DeSantis;49
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188234;1197;12/11/23 10:11;8820;DEM;Biden;19368;Joe Biden;31
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188234;1197;12/11/23 10:11;8820;REP;Trump;16651;Donald Trump;39
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188234;1197;12/11/23 10:11;8820;IND;Kennedy;31042;Robert F. Kennedy;20
84962;1361;SSRS;297;C+;Live Phone/Probability Panel;10;Michigan;11/29/23;12/6/23;188234;1197;12/11/23 10:11;8820;IND;West;31097;Cornel West;6
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188844;796;12/14/23 09:44;8759;DEM;Biden;19368;Joe Biden;37
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188844;796;12/14/23 09:44;8759;REP;Trump;16651;Donald Trump;40
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188844;796;12/14/23 09:44;8759;IND;Kennedy;31042;Robert F. Kennedy;10
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188844;796;12/14/23 09:44;8759;IND;West;31097;Cornel West;1
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188844;796;12/14/23 09:44;8759;GRE;Stein;31116;Jill Stein;1
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188845;796;12/14/23 09:44;8759;DEM;Biden;19368;Joe Biden;42
85338;1189;Morning Consult;218;B-;Online Panel;3;Arizona;11/27/23;12/6/23;188845;796;12/14/23 09:44;8759;REP;Trump;16651;Donald Trump;46
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188846;801;12/14/23 09:46;8781;DEM;Biden;19368;Joe Biden;37
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188846;801;12/14/23 09:46;8781;REP;Trump;16651;Donald Trump;44
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188846;801;12/14/23 09:46;8781;IND;Kennedy;31042;Robert F. Kennedy;6
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188846;801;12/14/23 09:46;8781;IND;West;31097;Cornel West;2
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188846;801;12/14/23 09:46;8781;GRE;Stein;31116;Jill Stein;1
85339;1189;Morning Consult;218;B-;Online Panel;3;Georgia;11/27/23;12/6/23;188847;801;12/14/23 09:46;8781;DEM;Biden;19368;Joe Biden;43
